,Roll,Eng,Math,Sci,Total,Avg,Grade
497391,420648,92,93,100,285,95.0,A+
497645,822381,79,97,95,271,90.33333333333333,A+
497786,689088,96,77,97,270,90.0,A+
497924,448057,92,97,82,271,90.33333333333333,A+
498102,713018,99,92,99,290,96.66666666666667,A+
498133,601172,96,97,78,271,90.33333333333333,A+
498801,429856,82,92,97,271,90.33333333333333,A+
498934,68127,85,92,97,274,91.33333333333333,A+
499434,1035194,97,90,88,275,91.66666666666667,A+
499859,520430,99,99,100,298,99.33333333333333,A+
500451,192940,100,93,85,278,92.66666666666667,A+
500594,1003713,99,95,89,283,94.33333333333333,A+
500705,846886,86,92,93,271,90.33333333333333,A+
500863,191913,97,82,100,279,93.0,A+
501147,828978,78,97,99,274,91.33333333333333,A+
501215,441839,91,94,92,277,92.33333333333333,A+
501250,952886,93,100,82,275,91.66666666666667,A+
501298,778237,99,99,91,289,96.33333333333333,A+
501368,171883,91,93,92,276,92.0,A+
501443,584377,88,100,92,280,93.33333333333333,A+
501628,689870,84,99,89,272,90.66666666666667,A+
502086,317392,96,96,78,270,90.0,A+
502212,510132,99,99,73,271,90.33333333333333,A+
502284,379659,84,93,99,276,92.0,A+
502450,54694,95,92,88,275,91.66666666666667,A+
502705,273236,98,99,81,278,92.66666666666667,A+
502731,286174,95,88,92,275,91.66666666666667,A+
503376,503046,100,99,73,272,90.66666666666667,A+
503427,277461,99,100,94,293,97.66666666666667,A+
503429,134495,85,98,91,274,91.33333333333333,A+
503502,189406,83,98,97,278,92.66666666666667,A+
503899,855678,100,77,93,270,90.0,A+
504448,461141,82,98,91,271,90.33333333333333,A+
504593,828073,79,99,95,273,91.0,A+
504668,730468,98,88,94,280,93.33333333333333,A+
504727,146895,94,98,95,287,95.66666666666667,A+
504952,621515,85,95,97,277,92.33333333333333,A+
505224,842111,87,98,96,281,93.66666666666667,A+
505261,36682,88,98,92,278,92.66666666666667,A+
505374,57440,85,88,97,270,90.0,A+
505432,249441,79,91,100,270,90.0,A+
505551,981782,83,98,89,270,90.0,A+
505755,730707,73,99,100,272,90.66666666666667,A+
506176,989681,100,96,85,281,93.66666666666667,A+
506628,286425,89,99,92,280,93.33333333333333,A+
506637,965023,90,91,91,272,90.66666666666667,A+
506733,222374,100,98,98,296,98.66666666666667,A+
506896,300242,95,88,90,273,91.0,A+
506994,616721,91,81,99,271,90.33333333333333,A+
507230,104707,99,79,93,271,90.33333333333333,A+
507482,217158,97,87,94,278,92.66666666666667,A+
507946,765759,96,86,98,280,93.33333333333333,A+
508115,586578,96,96,91,283,94.33333333333333,A+
508237,890627,92,87,100,279,93.0,A+
508296,294208,88,97,92,277,92.33333333333333,A+
508322,904744,94,98,91,283,94.33333333333333,A+
508452,480370,88,88,97,273,91.0,A+
508681,148361,94,99,82,275,91.66666666666667,A+
508791,777852,99,99,98,296,98.66666666666667,A+
508831,279723,89,99,86,274,91.33333333333333,A+
509150,935835,83,93,99,275,91.66666666666667,A+
509324,237347,99,97,100,296,98.66666666666667,A+
509366,303355,96,93,94,283,94.33333333333333,A+
509533,160437,100,91,80,271,90.33333333333333,A+
509597,256185,88,91,97,276,92.0,A+
509674,310331,87,94,95,276,92.0,A+
509849,933474,93,98,84,275,91.66666666666667,A+
510147,18394,97,96,78,271,90.33333333333333,A+
510545,532830,100,71,99,270,90.0,A+
510631,847559,88,99,98,285,95.0,A+
510690,70573,78,99,99,276,92.0,A+
511506,661091,97,77,97,271,90.33333333333333,A+
511803,300285,89,100,86,275,91.66666666666667,A+
511915,777388,97,90,96,283,94.33333333333333,A+
512012,629995,84,93,97,274,91.33333333333333,A+
512043,630900,99,80,96,275,91.66666666666667,A+
512044,365461,94,96,82,272,90.66666666666667,A+
512370,241186,99,95,78,272,90.66666666666667,A+
512477,271213,99,100,89,288,96.0,A+
512570,15148,98,97,97,292,97.33333333333333,A+
512719,957142,100,93,87,280,93.33333333333333,A+
512923,789010,88,94,98,280,93.33333333333333,A+
512955,729349,90,91,89,270,90.0,A+
513006,1008360,100,98,89,287,95.66666666666667,A+
513366,568909,95,91,92,278,92.66666666666667,A+
513692,258728,87,87,99,273,91.0,A+
513955,768791,95,82,95,272,90.66666666666667,A+
513975,22369,89,98,96,283,94.33333333333333,A+
513983,316029,96,95,93,284,94.66666666666667,A+
514161,405216,99,86,94,279,93.0,A+
514375,154562,90,88,93,271,90.33333333333333,A+
514551,482853,81,96,93,270,90.0,A+
514591,325971,94,89,100,283,94.33333333333333,A+
514680,802730,88,94,96,278,92.66666666666667,A+
515315,767684,89,96,90,275,91.66666666666667,A+
515606,142633,93,96,88,277,92.33333333333333,A+
515999,808043,89,99,82,270,90.0,A+
516212,8764,99,100,77,276,92.0,A+
516344,293811,85,87,99,271,90.33333333333333,A+
516416,71282,96,97,93,286,95.33333333333333,A+
516603,692169,98,84,88,270,90.0,A+
516616,445288,90,89,97,276,92.0,A+
516789,24226,98,99,74,271,90.33333333333333,A+
516896,296647,87,94,91,272,90.66666666666667,A+
516939,523670,90,98,84,272,90.66666666666667,A+
516996,119553,100,86,99,285,95.0,A+
517450,401449,93,94,86,273,91.0,A+
518010,503280,90,96,94,280,93.33333333333333,A+
518082,286627,95,87,94,276,92.0,A+
518254,553232,87,94,93,274,91.33333333333333,A+
518563,421687,98,82,98,278,92.66666666666667,A+
518945,778970,99,100,85,284,94.66666666666667,A+
518987,653846,85,100,92,277,92.33333333333333,A+
519166,773829,89,97,92,278,92.66666666666667,A+
519716,939570,90,87,93,270,90.0,A+
519834,605434,96,100,85,281,93.66666666666667,A+
520214,91593,86,98,98,282,94.0,A+
520585,1027057,89,92,91,272,90.66666666666667,A+
520590,57947,96,97,89,282,94.0,A+
520966,309628,93,84,93,270,90.0,A+
521104,348458,87,99,92,278,92.66666666666667,A+
521342,811309,78,92,100,270,90.0,A+
521862,205780,90,94,96,280,93.33333333333333,A+
521958,955393,92,95,90,277,92.33333333333333,A+
522088,284566,87,92,91,270,90.0,A+
522091,796487,97,94,88,279,93.0,A+
522092,151321,92,93,92,277,92.33333333333333,A+
522101,883822,92,88,91,271,90.33333333333333,A+
522325,174396,99,88,97,284,94.66666666666667,A+
522792,630386,94,93,88,275,91.66666666666667,A+
522793,212315,99,95,89,283,94.33333333333333,A+
522886,576276,95,92,84,271,90.33333333333333,A+
522927,611396,87,99,100,286,95.33333333333333,A+
522959,135510,93,95,94,282,94.0,A+
523259,613481,92,86,97,275,91.66666666666667,A+
523405,313272,88,100,90,278,92.66666666666667,A+
523495,217996,82,97,95,274,91.33333333333333,A+
523496,231758,91,99,84,274,91.33333333333333,A+
523743,159599,100,91,84,275,91.66666666666667,A+
524531,405252,84,98,93,275,91.66666666666667,A+
524644,874742,100,80,92,272,90.66666666666667,A+
524695,466351,92,99,92,283,94.33333333333333,A+
524812,966283,99,88,92,279,93.0,A+
524843,408212,98,81,98,277,92.33333333333333,A+
525063,332990,94,91,92,277,92.33333333333333,A+
525326,879842,85,93,99,277,92.33333333333333,A+
525372,43914,97,98,85,280,93.33333333333333,A+
525896,409276,94,100,99,293,97.66666666666667,A+
526126,521292,81,100,95,276,92.0,A+
526295,66739,95,94,94,283,94.33333333333333,A+
526594,135847,90,85,95,270,90.0,A+
526596,362809,95,97,99,291,97.0,A+
526896,398588,93,95,99,287,95.66666666666667,A+
526953,589855,95,92,86,273,91.0,A+
527205,816493,97,96,84,277,92.33333333333333,A+
527509,565760,94,85,93,272,90.66666666666667,A+
527683,652513,92,90,98,280,93.33333333333333,A+
528047,126852,85,100,87,272,90.66666666666667,A+
528074,235745,100,100,96,296,98.66666666666667,A+
528084,898905,100,85,92,277,92.33333333333333,A+
528087,209571,95,77,99,271,90.33333333333333,A+
529370,125630,85,99,98,282,94.0,A+
529492,397714,85,99,91,275,91.66666666666667,A+
529514,611891,96,99,93,288,96.0,A+
529560,626901,95,98,89,282,94.0,A+
529657,493784,98,90,86,274,91.33333333333333,A+
529788,835374,88,97,96,281,93.66666666666667,A+
529820,495960,100,100,73,273,91.0,A+
529948,943104,92,94,86,272,90.66666666666667,A+
530038,779350,98,96,99,293,97.66666666666667,A+
530099,268032,98,97,76,271,90.33333333333333,A+
530191,924218,100,88,95,283,94.33333333333333,A+
530255,661342,91,87,97,275,91.66666666666667,A+
530313,923729,100,88,99,287,95.66666666666667,A+
531012,680796,100,90,86,276,92.0,A+
531037,473076,73,100,98,271,90.33333333333333,A+
531387,942468,83,93,97,273,91.0,A+
531496,289042,96,93,99,288,96.0,A+
531599,288594,98,98,76,272,90.66666666666667,A+
531917,799435,93,78,99,270,90.0,A+
532092,841470,100,76,100,276,92.0,A+
532144,23653,95,86,92,273,91.0,A+
532153,106677,94,95,99,288,96.0,A+
532175,628118,94,95,99,288,96.0,A+
532280,781862,98,95,87,280,93.33333333333333,A+
532299,844629,96,96,80,272,90.66666666666667,A+
532323,641587,100,85,96,281,93.66666666666667,A+
532476,578294,94,87,96,277,92.33333333333333,A+
532729,372120,85,94,97,276,92.0,A+
533087,857079,93,86,95,274,91.33333333333333,A+
533354,585827,84,86,100,270,90.0,A+
533407,293547,89,100,86,275,91.66666666666667,A+
533498,834072,85,89,99,273,91.0,A+
533811,521640,96,89,90,275,91.66666666666667,A+
533883,531521,89,96,92,277,92.33333333333333,A+
534296,480413,98,89,88,275,91.66666666666667,A+
534397,19783,96,90,98,284,94.66666666666667,A+
534732,747367,90,95,88,273,91.0,A+
534958,516052,96,87,92,275,91.66666666666667,A+
535050,8581,89,99,90,278,92.66666666666667,A+
535236,1003524,96,83,100,279,93.0,A+
535244,240135,98,93,99,290,96.66666666666667,A+
535864,1010310,99,95,93,287,95.66666666666667,A+
535867,562141,89,100,100,289,96.33333333333333,A+
535909,510861,98,95,87,280,93.33333333333333,A+
535927,632348,95,100,91,286,95.33333333333333,A+
535972,738954,90,96,96,282,94.0,A+
536059,114313,100,83,100,283,94.33333333333333,A+
536395,56406,88,99,96,283,94.33333333333333,A+
536478,729495,99,91,82,272,90.66666666666667,A+
537069,1048077,97,91,90,278,92.66666666666667,A+
537102,764994,97,89,90,276,92.0,A+
537223,501366,91,100,84,275,91.66666666666667,A+
537247,303899,93,81,99,273,91.0,A+
537451,290056,97,94,84,275,91.66666666666667,A+
537684,162706,92,96,92,280,93.33333333333333,A+
537920,633009,95,98,97,290,96.66666666666667,A+
538394,319202,95,92,86,273,91.0,A+
538652,587936,95,93,96,284,94.66666666666667,A+
538824,539268,88,93,98,279,93.0,A+
539138,369270,95,100,87,282,94.0,A+
539854,143678,93,94,88,275,91.66666666666667,A+
539892,1011875,90,95,85,270,90.0,A+
540220,855978,96,99,87,282,94.0,A+
540313,33491,93,81,97,271,90.33333333333333,A+
540353,721076,90,92,94,276,92.0,A+
540575,821867,89,100,82,271,90.33333333333333,A+
540600,119375,92,89,91,272,90.66666666666667,A+
540981,1005449,90,93,92,275,91.66666666666667,A+
541001,787757,89,96,94,279,93.0,A+
541004,884623,92,86,93,271,90.33333333333333,A+
541514,546953,96,92,92,280,93.33333333333333,A+
541579,1035641,72,100,98,270,90.0,A+
541712,167763,99,87,99,285,95.0,A+
541903,692982,100,92,89,281,93.66666666666667,A+
542222,153730,100,88,95,283,94.33333333333333,A+
542242,1022416,97,89,88,274,91.33333333333333,A+
542302,675667,93,97,92,282,94.0,A+
542459,1036184,100,100,79,279,93.0,A+
542530,719162,91,97,84,272,90.66666666666667,A+
542555,260207,89,97,86,272,90.66666666666667,A+
542618,1004361,96,83,96,275,91.66666666666667,A+
542639,680852,97,79,95,271,90.33333333333333,A+
542672,37887,100,74,97,271,90.33333333333333,A+
543055,535422,86,89,99,274,91.33333333333333,A+
543395,217800,100,98,85,283,94.33333333333333,A+
543529,160107,97,79,95,271,90.33333333333333,A+
543659,575084,86,93,91,270,90.0,A+
543754,635173,95,97,84,276,92.0,A+
543951,161654,84,98,95,277,92.33333333333333,A+
544066,167451,84,99,98,281,93.66666666666667,A+
544403,839886,97,100,98,295,98.33333333333333,A+
544678,501470,91,100,86,277,92.33333333333333,A+
544953,727508,99,94,85,278,92.66666666666667,A+
544956,853490,94,91,94,279,93.0,A+
544963,1031257,99,96,87,282,94.0,A+
545276,142486,99,85,90,274,91.33333333333333,A+
545547,272050,99,100,85,284,94.66666666666667,A+
545575,493712,97,88,98,283,94.33333333333333,A+
545678,919546,94,98,82,274,91.33333333333333,A+
545700,851050,95,94,95,284,94.66666666666667,A+
545727,30781,88,98,88,274,91.33333333333333,A+
545876,976273,100,94,93,287,95.66666666666667,A+
546123,52150,96,96,86,278,92.66666666666667,A+
546509,512603,98,93,86,277,92.33333333333333,A+
546516,959961,98,86,100,284,94.66666666666667,A+
546644,208770,95,79,97,271,90.33333333333333,A+
546699,853177,95,93,88,276,92.0,A+
546874,281612,98,97,78,273,91.0,A+
547147,641526,94,97,90,281,93.66666666666667,A+
547349,552920,88,96,87,271,90.33333333333333,A+
547630,930956,85,99,100,284,94.66666666666667,A+
547648,841873,96,97,95,288,96.0,A+
547899,422733,97,80,98,275,91.66666666666667,A+
548028,222642,98,90,90,278,92.66666666666667,A+
548166,851471,96,96,82,274,91.33333333333333,A+
548487,792373,98,98,97,293,97.66666666666667,A+
548585,897255,83,88,100,271,90.33333333333333,A+
548773,143153,92,93,98,283,94.33333333333333,A+
548894,786559,86,87,99,272,90.66666666666667,A+
549144,147133,100,88,90,278,92.66666666666667,A+
549234,418593,93,97,95,285,95.0,A+
549272,464101,96,81,95,272,90.66666666666667,A+
549434,266284,90,100,80,270,90.0,A+
549505,320945,79,100,91,270,90.0,A+
549664,241351,89,93,91,273,91.0,A+
550110,534939,96,88,100,284,94.66666666666667,A+
550324,44960,97,97,85,279,93.0,A+
550334,414705,98,81,100,279,93.0,A+
550530,783006,88,94,91,273,91.0,A+
550622,444731,90,90,93,273,91.0,A+
550960,601692,95,95,88,278,92.66666666666667,A+
551152,285208,98,98,100,296,98.66666666666667,A+
551350,825914,96,93,82,271,90.33333333333333,A+
551558,988691,82,96,99,277,92.33333333333333,A+
551651,461355,91,96,92,279,93.0,A+
551697,255530,97,93,88,278,92.66666666666667,A+
551726,684428,93,97,84,274,91.33333333333333,A+
551897,561510,96,93,86,275,91.66666666666667,A+
553243,897834,95,100,80,275,91.66666666666667,A+
553277,218595,91,96,90,277,92.33333333333333,A+
553282,330586,95,95,86,276,92.0,A+
553737,7818,98,97,100,295,98.33333333333333,A+
553972,294612,100,75,95,270,90.0,A+
553994,516517,98,96,93,287,95.66666666666667,A+
554079,827927,85,88,97,270,90.0,A+
554192,295950,87,95,91,273,91.0,A+
554504,317864,77,93,100,270,90.0,A+
554707,98227,86,99,96,281,93.66666666666667,A+
555672,891060,95,98,87,280,93.33333333333333,A+
555688,712346,97,84,94,275,91.66666666666667,A+
556070,79750,77,96,98,271,90.33333333333333,A+
556090,868683,96,98,99,293,97.66666666666667,A+
556369,540558,87,92,95,274,91.33333333333333,A+
556908,737689,73,99,98,270,90.0,A+
557018,764542,82,100,93,275,91.66666666666667,A+
557029,938420,91,89,91,271,90.33333333333333,A+
557110,953602,90,87,97,274,91.33333333333333,A+
557310,445141,96,78,99,273,91.0,A+
557389,697091,98,84,100,282,94.0,A+
557459,559230,94,84,97,275,91.66666666666667,A+
557566,17062,89,97,90,276,92.0,A+
557983,307371,88,100,86,274,91.33333333333333,A+
558048,106884,86,99,85,270,90.0,A+
558284,155687,92,95,100,287,95.66666666666667,A+
558489,1045570,98,96,83,277,92.33333333333333,A+
558561,361543,93,89,96,278,92.66666666666667,A+
558697,1035231,97,91,82,270,90.0,A+
558721,523249,89,97,96,282,94.0,A+
559324,973724,92,98,94,284,94.66666666666667,A+
559511,596526,88,100,100,288,96.0,A+
559611,697929,98,84,96,278,92.66666666666667,A+
559628,61707,94,90,100,284,94.66666666666667,A+
559816,1041443,97,90,92,279,93.0,A+
560009,494481,97,89,86,272,90.66666666666667,A+
560043,436844,91,92,92,275,91.66666666666667,A+
560571,526245,88,92,100,280,93.33333333333333,A+
560880,659960,94,99,97,290,96.66666666666667,A+
560958,892969,85,94,99,278,92.66666666666667,A+
561330,952453,75,99,100,274,91.33333333333333,A+
561663,679745,92,92,90,274,91.33333333333333,A+
561686,1008488,82,100,91,273,91.0,A+
561757,1032052,89,95,92,276,92.0,A+
561849,836596,88,98,85,271,90.33333333333333,A+
561878,161733,93,100,80,273,91.0,A+
562013,675716,96,76,99,271,90.33333333333333,A+
562354,908229,93,93,90,276,92.0,A+
562404,214927,98,89,99,286,95.33333333333333,A+
562406,176738,92,95,96,283,94.33333333333333,A+
562648,828984,88,97,96,281,93.66666666666667,A+
562852,1021530,94,78,99,271,90.33333333333333,A+
562863,973828,92,97,97,286,95.33333333333333,A+
563018,156873,92,94,96,282,94.0,A+
563025,973613,99,88,90,277,92.33333333333333,A+
563095,611854,95,98,99,292,97.33333333333333,A+
563431,525131,89,95,92,276,92.0,A+
563495,682991,99,87,88,274,91.33333333333333,A+
563726,784578,96,89,98,283,94.33333333333333,A+
563850,4589,79,94,98,271,90.33333333333333,A+
563853,342424,96,98,89,283,94.33333333333333,A+
563921,1017573,99,96,83,278,92.66666666666667,A+
564131,171352,97,82,100,279,93.0,A+
564218,551832,94,86,91,271,90.33333333333333,A+
564296,744859,92,100,80,272,90.66666666666667,A+
564335,584768,97,100,83,280,93.33333333333333,A+
564486,900507,99,82,96,277,92.33333333333333,A+
564774,333094,94,90,94,278,92.66666666666667,A+
564794,501996,99,97,93,289,96.33333333333333,A+
564830,573139,96,96,84,276,92.0,A+
564941,1029851,81,99,93,273,91.0,A+
565109,145134,82,91,99,272,90.66666666666667,A+
565132,318787,88,100,100,288,96.0,A+
565205,884916,95,98,84,277,92.33333333333333,A+
565221,758709,97,88,92,277,92.33333333333333,A+
565927,841799,88,99,90,277,92.33333333333333,A+
566035,911574,76,98,98,272,90.66666666666667,A+
566293,667768,76,100,96,272,90.66666666666667,A+
566306,312881,94,89,94,277,92.33333333333333,A+
566581,546250,87,94,95,276,92.0,A+
566585,744604,97,86,100,283,94.33333333333333,A+
566711,175937,92,97,94,283,94.33333333333333,A+
566747,334103,93,88,100,281,93.66666666666667,A+
566879,204343,97,84,100,281,93.66666666666667,A+
566912,511381,98,93,97,288,96.0,A+
567204,336555,95,94,99,288,96.0,A+
567280,211912,87,84,99,270,90.0,A+
567345,367516,93,92,88,273,91.0,A+
567370,384153,97,75,99,271,90.33333333333333,A+
567498,1022464,100,100,81,281,93.66666666666667,A+
568042,556411,95,91,84,270,90.0,A+
568209,125618,83,89,99,271,90.33333333333333,A+
568211,178719,97,83,92,272,90.66666666666667,A+
568469,551936,94,85,93,272,90.66666666666667,A+
568643,749281,89,91,97,277,92.33333333333333,A+
568760,306351,94,88,98,280,93.33333333333333,A+
568785,645910,99,80,91,270,90.0,A+
568968,917327,98,77,99,274,91.33333333333333,A+
569097,591433,96,98,95,289,96.33333333333333,A+
569195,693960,100,93,80,273,91.0,A+
569356,312043,95,90,98,283,94.33333333333333,A+
569585,20712,93,80,97,270,90.0,A+
569702,183818,98,85,94,277,92.33333333333333,A+
569850,663928,99,84,90,273,91.0,A+
569983,677257,90,85,97,272,90.66666666666667,A+
570330,994493,91,97,98,286,95.33333333333333,A+
570406,597253,94,90,92,276,92.0,A+
570777,132930,94,98,99,291,97.0,A+
571084,713159,100,92,95,287,95.66666666666667,A+
571101,614844,100,83,100,283,94.33333333333333,A+
571149,334176,94,90,88,272,90.66666666666667,A+
571280,456298,100,95,81,276,92.0,A+
571301,992432,99,91,91,281,93.66666666666667,A+
571571,70689,96,98,95,289,96.33333333333333,A+
571632,398104,94,99,82,275,91.66666666666667,A+
571655,796445,88,93,98,279,93.0,A+
571825,645684,95,100,95,290,96.66666666666667,A+
572044,151731,98,80,98,276,92.0,A+
572222,96233,93,91,96,280,93.33333333333333,A+
572323,544599,85,86,99,270,90.0,A+
572659,726212,91,95,90,276,92.0,A+
572673,29657,94,86,98,278,92.66666666666667,A+
572718,633388,86,99,94,279,93.0,A+
573134,880862,94,94,82,270,90.0,A+
573697,26649,78,92,100,270,90.0,A+
573815,37213,98,99,79,276,92.0,A+
574281,924493,76,100,95,271,90.33333333333333,A+
574285,958243,81,90,100,271,90.33333333333333,A+
574366,394711,93,93,86,272,90.66666666666667,A+
574422,511125,95,83,100,278,92.66666666666667,A+
574631,261992,98,96,76,270,90.0,A+
574709,898630,86,99,85,270,90.0,A+
575296,197201,100,96,91,287,95.66666666666667,A+
575591,223492,100,99,85,284,94.66666666666667,A+
575594,69747,96,99,97,292,97.33333333333333,A+
576370,57666,96,96,97,289,96.33333333333333,A+
576427,298604,95,90,92,277,92.33333333333333,A+
576656,368378,99,79,96,274,91.33333333333333,A+
576703,640077,98,77,95,270,90.0,A+
576775,973405,99,89,86,274,91.33333333333333,A+
576783,919706,75,97,98,270,90.0,A+
577192,391386,91,86,97,274,91.33333333333333,A+
577351,258594,96,86,100,282,94.0,A+
577483,89630,85,92,95,272,90.66666666666667,A+
577838,849516,96,96,99,291,97.0,A+
578178,207455,90,93,87,270,90.0,A+
578269,467836,88,87,95,270,90.0,A+
578813,836638,97,98,76,271,90.33333333333333,A+
578821,421063,99,85,86,270,90.0,A+
579052,552737,94,84,95,273,91.0,A+
579201,332017,95,95,80,270,90.0,A+
579609,568554,86,92,95,273,91.0,A+
579625,863547,87,99,85,271,90.33333333333333,A+
579689,24320,88,94,100,282,94.0,A+
579779,995545,100,96,95,291,97.0,A+
579931,106639,86,99,87,272,90.66666666666667,A+
579988,641269,76,98,98,272,90.66666666666667,A+
580181,172892,91,91,98,280,93.33333333333333,A+
580322,651436,93,94,84,271,90.33333333333333,A+
580477,473222,98,90,86,274,91.33333333333333,A+
580793,329364,95,95,97,287,95.66666666666667,A+
581192,279100,98,98,91,287,95.66666666666667,A+
581217,873550,91,81,99,271,90.33333333333333,A+
581298,450533,99,91,93,283,94.33333333333333,A+
581419,815587,98,98,81,277,92.33333333333333,A+
581617,252632,90,98,90,278,92.66666666666667,A+
581825,263381,96,90,96,282,94.0,A+
581875,363780,86,97,93,276,92.0,A+
581963,495222,99,95,99,293,97.66666666666667,A+
581967,336126,93,87,91,271,90.33333333333333,A+
582011,907776,93,94,88,275,91.66666666666667,A+
582013,674022,100,89,93,282,94.0,A+
582432,186056,91,93,92,276,92.0,A+
582512,312672,95,90,90,275,91.66666666666667,A+
582559,321195,88,100,86,274,91.33333333333333,A+
582780,139998,97,77,97,271,90.33333333333333,A+
582785,42961,79,100,93,272,90.66666666666667,A+
582810,841946,97,100,83,280,93.33333333333333,A+
582895,106248,77,98,96,271,90.33333333333333,A+
582951,298672,95,89,100,284,94.66666666666667,A+
583224,313431,100,78,96,274,91.33333333333333,A+
583431,908541,93,91,96,280,93.33333333333333,A+
583446,555385,92,79,99,270,90.0,A+
583770,298598,86,91,95,272,90.66666666666667,A+
583801,620688,96,99,78,273,91.0,A+
584081,265362,87,88,97,272,90.66666666666667,A+
584234,570719,94,87,100,281,93.66666666666667,A+
584325,579871,87,97,87,271,90.33333333333333,A+
584658,736655,92,100,93,285,95.0,A+
585309,525620,89,95,87,271,90.33333333333333,A+
585402,857427,77,96,100,273,91.0,A+
585542,800431,89,98,92,279,93.0,A+
585655,705760,100,94,89,283,94.33333333333333,A+
585866,971724,90,90,98,278,92.66666666666667,A+
585955,443275,100,93,83,276,92.0,A+
586088,34230,86,92,93,271,90.33333333333333,A+
586219,861615,84,90,97,271,90.33333333333333,A+
586361,251696,99,98,89,286,95.33333333333333,A+
586399,331547,92,82,99,273,91.0,A+
586561,339581,100,80,94,274,91.33333333333333,A+
586980,394639,92,91,98,281,93.66666666666667,A+
587011,1022973,81,98,97,276,92.0,A+
587358,470611,100,95,76,271,90.33333333333333,A+
587427,978823,92,100,97,289,96.33333333333333,A+
587898,647616,98,76,97,271,90.33333333333333,A+
587943,959655,92,98,97,287,95.66666666666667,A+
588169,357489,76,96,98,270,90.0,A+
588194,871336,95,97,82,274,91.33333333333333,A+
588522,155259,75,98,98,271,90.33333333333333,A+
588738,696290,98,86,98,282,94.0,A+
588767,974415,83,97,97,277,92.33333333333333,A+
588869,433083,93,99,80,272,90.66666666666667,A+
589046,854046,94,89,98,281,93.66666666666667,A+
589297,682679,84,99,87,270,90.0,A+
589879,1021224,88,90,95,273,91.0,A+
590597,76711,84,90,99,273,91.0,A+
590635,508452,91,100,84,275,91.66666666666667,A+
590807,719474,91,95,90,276,92.0,A+
590889,230395,90,98,98,286,95.33333333333333,A+
590982,408884,92,93,86,271,90.33333333333333,A+
591080,154574,93,98,93,284,94.66666666666667,A+
591345,176952,100,94,97,291,97.0,A+
591514,585850,97,100,76,273,91.0,A+
591536,292068,86,89,99,274,91.33333333333333,A+
591550,744897,100,97,91,288,96.0,A+
591944,155484,94,100,76,270,90.0,A+
592029,130265,83,92,99,274,91.33333333333333,A+
592083,799698,89,98,98,285,95.0,A+
592214,330893,86,94,95,275,91.66666666666667,A+
592406,449769,100,94,85,279,93.0,A+
592637,235391,91,100,99,290,96.66666666666667,A+
592694,812274,98,100,91,289,96.33333333333333,A+
592811,160364,100,89,93,282,94.0,A+
592814,163188,99,86,86,271,90.33333333333333,A+
592961,382221,95,99,97,291,97.0,A+
593156,857720,96,96,86,278,92.66666666666667,A+
593161,966185,93,99,93,285,95.0,A+
593270,581639,92,81,99,272,90.66666666666667,A+
593541,975710,91,96,92,279,93.0,A+
593764,151383,98,81,98,277,92.33333333333333,A+
593819,61395,95,91,94,280,93.33333333333333,A+
593914,147928,90,87,95,272,90.66666666666667,A+
594013,26453,96,92,90,278,92.66666666666667,A+
594676,681347,75,100,99,274,91.33333333333333,A+
594714,1038753,89,94,98,281,93.66666666666667,A+
594827,291450,96,92,84,272,90.66666666666667,A+
594872,681103,91,89,95,275,91.66666666666667,A+
595260,470490,96,82,95,273,91.0,A+
595315,364300,100,84,98,282,94.0,A+
595337,457265,90,92,96,278,92.66666666666667,A+
595773,626754,86,98,96,280,93.33333333333333,A+
595904,693881,91,91,96,278,92.66666666666667,A+
596153,196180,83,99,91,273,91.0,A+
596194,893708,94,94,90,278,92.66666666666667,A+
596212,862563,78,99,97,274,91.33333333333333,A+
596679,844697,96,95,88,279,93.0,A+
596743,188990,99,89,84,272,90.66666666666667,A+
596825,1009374,100,100,75,275,91.66666666666667,A+
596909,417193,84,100,98,282,94.0,A+
597223,865675,94,93,96,283,94.33333333333333,A+
597225,843463,93,84,99,276,92.0,A+
597319,743937,88,89,97,274,91.33333333333333,A+
597642,1008940,97,88,88,273,91.0,A+
597882,359280,94,94,86,274,91.33333333333333,A+
597906,807579,95,86,98,279,93.0,A+
597978,584830,87,99,94,280,93.33333333333333,A+
598255,12488,96,92,94,282,94.0,A+
598568,981745,82,97,95,274,91.33333333333333,A+
599454,979831,99,91,80,270,90.0,A+
599780,979758,99,89,92,280,93.33333333333333,A+
600346,212866,90,94,96,280,93.33333333333333,A+
600553,664,99,99,91,289,96.33333333333333,A+
600592,570162,94,88,96,278,92.66666666666667,A+
600666,745478,97,87,90,274,91.33333333333333,A+
600959,299417,97,99,93,289,96.33333333333333,A+
601264,445636,89,88,97,274,91.33333333333333,A+
602092,357697,92,84,97,273,91.0,A+
602851,729771,83,99,100,282,94.0,A+
602971,303,81,100,97,278,92.66666666666667,A+
602989,285734,98,99,89,286,95.33333333333333,A+
603357,51613,93,85,98,276,92.0,A+
603744,345163,76,94,100,270,90.0,A+
604369,454342,92,99,80,271,90.33333333333333,A+
604756,565105,88,98,90,276,92.0,A+
604853,82978,96,99,99,294,98.0,A+
605393,946949,93,98,84,275,91.66666666666667,A+
605557,918733,100,85,99,284,94.66666666666667,A+
605712,442738,82,93,99,274,91.33333333333333,A+
605998,432588,84,99,87,270,90.0,A+
606025,100110,86,97,91,274,91.33333333333333,A+
